Id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,label
107,61664,54,3329856,42,61676,0.0006809780141384007,0,557044,18168,538918,9956.981481481482,32143,0.17223682461459336,0.37474808235613194,0.08838576074489073,0.22238855332555832,0.15516730954346056,0.36385902456390173,0.2766909817407984,0.5212603788271926,0.12579558707766308,0.3355510389097662,3.908520720363713e-06,7.334289809352301e-06,8.719463544369486,49,0.13828964808198085,0.47377936967913425,0.06960236235797737,0.29850746268656714,0.1260930791239918,0.45977011494252873,0.2110146904525911,0.9074074074074074,0.1004402048219173,0.4074074074074074,0.0027774694103063326,0.014814814814814815,1
108,68388,34,2325192,26,68396,0.00038013918942628226,0,341021,9629,331418,9733.85294117647,37023,0.18177675056270032,0.4537295789930585,0.09118089086987798,0.28792342254346553,0.157040010430964,0.44711264272973267,0.334191468057788,0.5413669064748201,0.12452399690538138,0.38209552647406514,4.6262897403852565e-06,7.466561815841323e-06,4.839313914721881,29,0.09647423722367349,0.3500700210070024,0.045919649259408765,0.20833333333333334,0.08643689696154047,0.3448275862068966,0.15442464047166019,0.8529411764705882,0.06681468069415358,0.3055555555555556,0.0023207811461202397,0.023529411764705882,1
109,43347,266,11530302,26,43587,0.0005965081331589695,0,1333361,21200,1312187,4928.372180451128,29075,0.11407181997576785,0.4043049493866903,0.05806671141220001,0.22997416020671835,0.10402469043011767,0.3739495798319328,0.17705980927035753,0.6707499942325882,0.08152874911777988,0.2863760791745631,3.3426246474734395e-06,6.781133997363249e-06,30.243084873232288,170,0.23598857879794488,0.5476090109940932,0.09923125222227762,0.34797297297297297,0.17488854835755818,0.5162907268170426,0.5651403831864337,0.9565217391304348,0.11309483090599849,0.48120300751879697,0.0021223285951065293,0.0035959463877084014,1
110,2027,244,494588,45,2226,0.02021563342318059,0,88347,16494,71898,290.9344262295082,909,0.04695855554343534,0.14588387061994218,0.015912538723836887,0.07581725088617566,0.031041247615049252,0.14094819696137653,0.1460077007298164,0.44844597927972374,0.02031500131645815,0.11448176236908632,1.124476469932436e-05,8.306880252833534e-05,35.02121361618155,203,0.155393822180324,0.4938141948308022,0.07848115156622794,0.3278236914600551,0.13728802196553744,0.49377593360995853,0.2615750299838996,0.8319672131147541,0.1053242292515904,0.48770491803278687,0.0009154495706342028,0.0030737704918032786,1
111,761792,0,0,0,761792,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
112,101961,673,68619753,539,102095,0.005279396640383956,0,4651809,161737,4490611,6657.921248142645,64884,0.13544455136550684,0.6196512736794287,0.053081720226485975,0.4486568188622208,0.09271357571905882,0.6194107714408125,0.41539250758554536,0.7335567658148303,0.06366951078503229,0.6026225713753298,4.058054682592591e-06,7.194483830237349e-06,43.9460283834015,551,0.19312965764753076,0.5877390975850916,0.06072988608148761,0.4098867147270855,0.11020763393423884,0.581446311176041,0.6972785411245448,0.9811320754716981,0.064795817620196,0.5718390804597702,0.0010353278660715389,0.0014578485519638903,1
113,2772,54,149688,26,2800,0.009285714285714286,0,59737,2991,56772,1049.1666666666667,1924,0.09214716404688213,0.13289160950769766,0.024057926254563666,0.04625614339404452,0.04679245301766014,0.08842221608179054,0.379068723257112,0.6940836940836941,0.027474539259750363,0.07165248544558889,1.0121215378646755e-05,2.8449097452383323e-05,20.43831168831169,48,0.23179732361017658,0.5163977794943223,0.11399780019601585,0.34285714285714286,0.19892278238770883,0.5106382978723404,0.412815303939742,0.8888888888888888,0.1479678156905219,0.4909090909090909,0.00337584937301872,0.013888888888888888,1
114,11429,2,22858,2,11429,0.00017499343774608452,0,3372,239,3135,1517.0,1859,0.11673739911563008,0.12566994348918092,0.058934083708912774,0.06563145841479082,0.11123276126334311,0.1231785302442604,0.15813562599978787,0.16265640038498555,0.08712958946067349,0.10280864467582465,9.84624139732752e-06,1.3440795486445895e-05,0.2654650450608102,2,0.01636171999422688,0.5,0.002697992623871771,0.3333333333333333,0.0051808710846513,0.5,0.1327325225304051,1.0,0.0028352491287754558,0.5,0.0014176245643877279,0.25,1
115,647,58,37526,2,703,0.002844950213371266,0,1125,64,1063,18.17241379310345,148,0.005082023153690696,0.07316073497643538,0.001530956215061396,0.03657817109144543,0.003013300451137481,0.07057484348321001,0.028101807974989873,0.2287480680061824,0.0021281595204810213,0.055855855855855854,3.311861848326764e-06,8.633053455310024e-05,1.6290571870170016,37,0.03735878254085927,0.23884865823693074,0.015825516109709906,0.13513513513513514,0.029978969273541045,0.23809523809523808,0.08046966126740618,0.6666666666666666,0.021860527733304866,0.22058823529411764,0.0012800516572604738,0.011494252873563218,1
116,378,0,0,0,378,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
117,11932,98,1169336,28,12002,0.0023329445092484585,0,198877,6823,192082,1956.9183673469388,8420,0.10049980921347876,0.3148949933827253,0.04473938097378145,0.16755464677591222,0.08457082194076364,0.28701808046175475,0.18545115655912522,0.705665437479048,0.061253179195749394,0.2033625782096543,6.9308111289725636e-06,1.7043461130544278e-05,16.07257794166946,79,0.1590109718595025,0.4323276040563323,0.07778873265012011,0.2698412698412698,0.13934921679976453,0.425,0.27463230243028697,0.875,0.10630979451659718,0.3877551020408163,0.0022136346896214536,0.008928571428571428,1
118,10696,320,3422720,117,10899,0.010734929810074319,1,176567,31471,145213,438.9375,4935,0.06207572216388334,0.42734444508575575,0.02368126358689515,0.2707224751769159,0.04507617926390691,0.426092212053186,0.17029451316487715,0.46138743455497383,0.03149090067745697,0.39581328200192495,1.5028784260020223e-05,3.8886425162661086e-05,13.1320119670905,235,0.07413655622798189,0.4009503146970246,0.027470017746108123,0.24955436720142601,0.05149741586481862,0.39942938659058486,0.23241242158695127,0.9111111111111111,0.03571049081459117,0.3674540682414698,0.0007096417968887135,0.0028472222222222223,1
119,26314,128,3368192,84,26358,0.0031868882312770315,0,635433,21676,613841,4788.8828125,15577,0.16840367073625157,0.2944604427490641,0.08484057249234478,0.15921570322971162,0.15365712839004586,0.27469555974115584,0.25479765299536206,0.5919662537052519,0.12039312155483309,0.2696913105569592,7.342131654650997e-06,1.4057078330306052e-05,23.29471004028274,109,0.20843631632449974,0.5261705700150855,0.10596120133362194,0.3559322033898305,0.18465330322854145,0.525,0.3468910728760017,0.875,0.14057282178700684,0.4921875,0.00238651540994764,0.0068359375,1
120,44035,8,352280,3,44040,6.811989100817439e-05,0,32271,809,31465,3930.0,20957,0.10140241932548677,0.35907793998739584,0.04981135484993464,0.20866855185598215,0.08843711720515444,0.3452866404698943,0.17760736598059498,0.47591688429658224,0.06362299016612355,0.2709232877420689,3.451417427302846e-06,6.924633303635713e-06,0.7139775178835017,7,0.02893906930652649,0.2672612419124244,0.00949785136914135,0.15384615384615385,0.018518510032628215,0.26666666666666666,0.08942594364872097,0.875,0.011260707655248612,0.25,0.0014299326960664858,0.0625,1
121,26737,42,1122954,18,26761,0.0006726206046111879,0,180622,5267,175373,4169.380952380952,13142,0.11180094790903292,0.26300373296981583,0.05210225048074519,0.13734726332105401,0.09624497492811594,0.2415221238938053,0.19950024597695468,0.49152859333507876,0.07007124939337389,0.2292443638074119,4.249953349494952e-06,9.453966519400627e-06,6.549500691925048,37,0.10414221428481236,0.3603183178894028,0.049602167703803095,0.21794871794871795,0.09219246204361747,0.35789473684210527,0.17144548080451089,0.8809523809523809,0.07021425515924465,0.32075471698113206,0.0020409343642588383,0.017857142857142856,1
122,18963,24,455112,13,18974,0.0006851480973964373,0,124137,5301,118849,4943.041666666667,12524,0.14802994032572342,0.31788337102846514,0.06697134625262316,0.14377150078397416,0.12263241262112512,0.2513989912940286,0.2850796716290435,0.6604440225702685,0.08307060598475256,0.15595410352093012,5.6680152844897965e-06,9.808439468259062e-06,6.256024890576386,23,0.1331952569539518,0.3611111111111111,0.058519071444012506,0.21951219512195122,0.1085988539405256,0.36,0.2695414213922864,0.9583333333333334,0.07703621819588297,0.34615384615384615,0.003579580658922979,0.03125,1
123,63493,4,253972,3,63494,4.7248558918952975e-05,0,91036,2042,88997,22227.5,41019,0.33663133458237615,0.5442616046545053,0.2127589510212395,0.36645701931495345,0.3337513466847824,0.536360842873301,0.3775250625106008,0.6460397209141165,0.30157177497688376,0.4585177733065057,5.181970865094017e-06,7.221548411738391e-06,1.4003118454002803,4,0.09613904219037354,0.5303300858899106,0.028729241144503186,0.3333333333333333,0.05421912224256323,0.5,0.350180334840061,1.0,0.03135444694364089,0.5,0.007864205108407971,0.125,1
124,2517,353,888501,100,2770,0.036101083032490974,0,202729,26445,176384,497.4645892351275,1420,0.0795762148459394,0.18208326223120724,0.030563986690288956,0.09800434696700257,0.058794436303327736,0.17851358646751844,0.20316821531606966,0.5641636869288836,0.040963508428635484,0.1631578947368421,1.847034277841085e-05,6.482236580724755e-05,69.76758045292014,298,0.2094993468470882,0.4951912148622865,0.10958562699164431,0.3198051948051948,0.18446751837317912,0.48462484624846247,0.3652421852958498,0.8441926345609065,0.14305953722820633,0.4702549575070821,0.0008800562366929449,0.0022467519781185896,1
125,3419,62,211978,9,3472,0.0025921658986175116,0,28174,1980,26203,421.48387096774195,870,0.042130283149298266,0.06597367952215756,0.013502883379515766,0.024015493867010976,0.026601841728827683,0.04690455175892069,0.12959212062447142,0.2544603685288096,0.015986282255460418,0.029896327252270354,6.522801709896977e-06,5.0610771973166874e-05,7.643170517695233,57,0.08648708239487415,0.4216901476738119,0.04076246888721272,0.25925925925925924,0.07303697852708123,0.4117647058823529,0.1612683941200107,0.9193548387096774,0.053613731038014215,0.390625,0.0014775029245843623,0.012096774193548387,1
126,6692,1,6692,0,6693,0.0,0,25,3,22,22.0,22,0.003670953784911814,0.003670953784911814,0.0018276979313782504,0.0018276979313782504,0.0036487270917986564,0.0036487270917986564,0.0040991242779951555,0.0040991242779951555,0.00328750747160789,0.00328750747160789,6.125409859526533e-07,6.125409859526533e-07,0.00328750747160789,1,0.0006033289857443658,0.35355339059327373,0.00014437289610962079,0.125,0.0002664238360153046,0.2222222222222222,0.00328750747160789,1.0,0.00014437289610962079,0.125,0.00014437289610962079,0.125,1
127,17511,355,6216405,114,17752,0.006421811626858945,0,541327,37904,503537,1410.2507042253521,10045,0.07462782878357167,0.3015541410565895,0.03253268459028003,0.14927318295739347,0.06093470637378535,0.25976971388695047,0.1519486866792396,0.63516594882189,0.043786251988747284,0.2550967962994689,6.578710880250947e-06,3.6272397282958715e-05,28.589972017588945,276,0.12484986257187003,0.4144447429240002,0.05530783850338844,0.25833333333333336,0.10198803874152984,0.4105960264900662,0.25503311383464916,0.875,0.07330518646213896,0.3875,0.0006980370925433286,0.0024647887323943664,1
128,82316,15,1234740,14,82317,0.0001700742252511632,0,497847,8893,488968,32585.8,51709,0.4105888379714386,0.6326222058487676,0.25991326453057034,0.4623267911602817,0.3993250227160595,0.6323166530970126,0.49888393554271854,0.6525971507614344,0.34807756758962427,0.6132586617425531,5.48009155370915e-06,7.927950225489995e-06,5.937934301958307,15,0.19915771670784843,0.5728918992315464,0.09025782237591862,0.4,0.161279839467441,0.5714285714285714,0.4035523585350188,1.0,0.11092296199819654,0.5333333333333333,0.007907535582396472,0.05333333333333334,1
129,1986,4,7944,2,1988,0.001006036217303823,0,612,56,558,139.0,258,0.05909469334510128,0.10359277204433552,0.023938158340470767,0.03794642857142857,0.046486428711826185,0.07311827956989247,0.12197439599319126,0.25073746312684364,0.029949158341258216,0.042799597180261835,4.1255601625329135e-05,0.00012625249905681956,0.2799597180261833,4,0.027348778449693977,0.5773502691896258,0.011782961815574648,0.4,0.02106441995876661,0.5714285714285714,0.07154246391406513,1.0,0.015254033651713869,0.5,0.004201642014808292,0.16666666666666666,1
130,14909,82,1222538,22,14969,0.0014697040550470974,0,34861,3838,31045,365.9878048780488,5743,0.028586948569641436,0.14885051366763052,0.010175338583447173,0.0714271459077574,0.01981386980429293,0.13333084975598852,0.08127192440535894,0.38520356831444097,0.012771866021680543,0.09229698016865667,4.661323913147783e-06,1.001748268499895e-05,2.012945200885371,46,0.02767552868277343,0.21426863360223208,0.011238955759951087,0.11374407582938388,0.021959961973708763,0.20425531914893616,0.0602569517116444,0.6666666666666666,0.015863946435214764,0.15853658536585366,0.0006289364139139038,0.008130081300813009,1
131,96433,174,16779342,135,96472,0.0013993697653205074,0,1428869,53306,1375698,7889.4655172413795,59139,0.14544656551205895,0.5641622220912615,0.06196697353080102,0.392529945390395,0.10618653568324814,0.5637651767414588,0.4029731606634341,0.6507122093023255,0.07748324423137193,0.5433824520651644,4.13389070951798e-06,6.747816715256453e-06,14.235448446071366,154,0.12813654094107854,0.3995070854566277,0.05694970299239944,0.2465277777777778,0.1054078383791483,0.3955431754874652,0.2527110199058245,0.8850574712643678,0.07466289722656586,0.39080459770114945,0.0014112700863706943,0.005028735632183908,1
132,276,12,3312,3,285,0.010526315789473684,0,519,89,433,35.583333333333336,119,0.05261824933164167,0.1490329780551612,0.022727676387349852,0.07610146862483311,0.0432837459562112,0.141439205955335,0.12913577126165596,0.4311594202898551,0.031991591121968824,0.10754716981132076,0.00011667478844448532,0.0003896636587366694,1.5471014492753623,8,0.06781269792457831,0.35176323534072423,0.03038254177642978,0.18421052631578946,0.056523416635263495,0.3111111111111111,0.13504898885333658,0.6666666666666666,0.041552397854468605,0.25,0.003973022161238205,0.027777777777777776,1
133,2543,252,640836,15,2780,0.00539568345323741,0,107489,2999,104505,414.24603174603175,1356,0.048547993110231676,0.13655846022853707,0.014876829500935464,0.04198627371820751,0.029192427916079528,0.08058891902363426,0.1635455047104448,0.5332284703106567,0.017829319680480637,0.054009041161075425,7.266312647796741e-06,2.1238317405063084e-05,41.049941014549745,210,0.2429388486844972,0.5678902799999466,0.11845795841105732,0.3931203931203931,0.19937604904656112,0.564373897707231,0.49289717365994706,0.8823529411764706,0.14540884814835678,0.5079365079365079,0.0018865453590505012,0.0035014005602240898,1
134,98551,107,10544957,51,98607,0.000517204660926709,0,357410,14844,342617,3191.3177570093458,28935,0.04261715275515119,0.2051047969534214,0.01926300065768486,0.11373716632443531,0.03739614862930969,0.20424417854311475,0.07493745940813318,0.29360432669379305,0.029352585387919353,0.18712047633123602,7.296490778514267e-07,2.5589294884508032e-06,3.464916642144676,98,0.05825946815396706,0.5161727829267155,0.0210648675199385,0.3473053892215569,0.03775851400883734,0.5155555555555555,0.1982750125899873,0.9166666666666666,0.026028900699225466,0.4915254237288136,0.0017936590164906912,0.008566978193146417,1
135,2511,10,25110,4,2517,0.0015891934843067143,0,9761,820,8945,892.2,1294,0.07838575932848907,0.09487783587282163,0.018417616807305384,0.023993221246042012,0.03611132686958967,0.046862070467314144,0.35531660692951017,0.5153325368379131,0.01967752196865402,0.026844341444573195,7.836528063980097e-06,1.0690697508790598e-05,3.5531660692951017,10,0.08399269042252076,0.31008683647302115,0.022581641069213548,0.16129032258064516,0.043441849764796904,0.2777777777777778,0.3561545074687264,1.0,0.025237229009840503,0.2,0.002607512954905507,0.05,1
136,509444,2,1018888,1,509445,1.9629204330202477e-06,0,102855,1003,101853,50805.0,53945,0.0953536772207718,0.1041140161219036,0.049451141150573814,0.05458670313033241,0.0941962738761593,0.10352245665207528,0.11087253820457713,0.11585512579632928,0.08218799300373834,0.0935627860962147,1.832078949870754e-07,2.2741484009298233e-07,0.19945273670903965,2,0.058656783343149346,0.8164965809277261,0.03284082180062262,0.6666666666666666,0.05223144828100068,0.8,0.09972636835451983,1.0,0.04297574422520875,0.6666666666666666,0.021487872112604375,0.3333333333333333,1
137,411418,2,822836,0,411420,0.0,0,59640,181,59459,29701.0,30096,0.08236273674038538,0.0876819076100797,0.04242226786540939,0.04483528319235294,0.08138143394096008,0.08582268212720534,0.09453670995926206,0.10793112973022742,0.072191785483377,0.0731518795969063,2.2978262973244256e-07,2.6233934764698533e-07,0.144383570966754,2,0.050398100014243406,0.8164965809277261,0.030899646226769203,0.6666666666666666,0.04698230778207475,0.8,0.072191785483377,1.0,0.04026312841287666,0.6666666666666666,0.02013156420643833,0.3333333333333333,1
138,3968,20,79360,10,3978,0.002513826043237808,0,11459,1631,9838,477.9,1416,0.06330198546178031,0.22368814134640497,0.02758190585968387,0.12588935675911136,0.05144903145832341,0.22362651534691771,0.14568823624806793,0.35685483870967744,0.03831643828103193,0.21849798387096775,1.6019699209824538e-05,8.591458944281525e-05,2.4087701612903225,17,0.07419148159963626,0.3913118960624632,0.033644853277772106,0.2413793103448276,0.06242857252859479,0.3888888888888889,0.1454793454883479,0.85,0.0468991982907172,0.35,0.003597001785727439,0.0375,1
139,7742,395,3058090,88,8049,0.01093303515964716,0,373362,27660,345790,872.4962025316456,4052,0.06992257397007115,0.36037765776617464,0.031200538867027526,0.21957216621588393,0.058935666632952646,0.36008064516129035,0.13015397362849734,0.5233789718419013,0.043727356164110796,0.3460346163781968,7.902976332945299e-06,5.3886746065734005e-05,44.51511237406355,330,0.1765256384443514,0.7882790130303934,0.0830835101010053,0.6503067484662577,0.1445719353398861,0.7881040892193308,0.36280752031451713,0.9459459459459459,0.10268718971850561,0.7718446601941747,0.0008931600582533607,0.0023947998631542937,1
140,8348,161,1344028,38,8471,0.004485893046865777,0,158705,16677,142066,874.4844720496894,3891,0.05178619601141812,0.14219627583610178,0.020507006529895542,0.07475252576793551,0.0399321907438853,0.13910649005364858,0.11711102007283998,0.46609966459032104,0.02782678171908758,0.11521824616594574,4.813611856873956e-06,1.610511917082853e-05,16.865356971729756,132,0.1275616601788197,0.41137010144836644,0.06002544913116383,0.2558922558922559,0.10760562236181816,0.4075067024128686,0.2447945272924784,0.8198757763975155,0.07976258263449584,0.3950617283950617,0.0013652381361256743,0.004968944099378882,1
141,16329,70,1143030,41,16358,0.0025064188776134,0,231064,11905,219200,3125.5857142857144,9339,0.13873941106294865,0.22599876286606935,0.06533201497089983,0.11350424602855688,0.12162314974969432,0.20386854640812202,0.2318876858135767,0.5719272460040419,0.09102640270504614,0.17631208279747687,8.053212980657339e-06,1.8296302932115403e-05,13.398922163022842,69,0.14170206294615498,0.4187178946793119,0.07014390125654528,0.24390243902439024,0.1271798485855717,0.39215686274509803,0.2251678609378793,0.9857142857142858,0.0989710609229968,0.35365853658536583,0.0018960821157630056,0.009523809523809525,1
142,1553,36,55908,12,1577,0.007609384908053266,0,16918,1737,15193,418.22222222222223,921,0.05560211865371069,0.08931722032904106,0.013351213026192056,0.029035389639043334,0.026258397667707576,0.05643224699828473,0.26929956356872004,0.5930457179652285,0.015086388441485209,0.03255169684377164,9.714351861870707e-06,2.096052597795985e-05,9.69478428847392,29,0.11693792113555843,0.3187276291558383,0.04698266119622396,0.17777777777777778,0.08814940843047328,0.3018867924528302,0.28321318535165657,0.8055555555555556,0.06132954826798516,0.25,0.002090088056970064,0.013888888888888888,1
143,4076,358,1459208,21,4413,0.004758667573079538,0,77634,6572,71083,197.76256983240222,914,0.025248172862492736,0.146078644925343,0.010338359690458371,0.07609340985553137,0.020412617249182377,0.14142528735632184,0.05358689255488032,0.22423945044160942,0.014852272040664615,0.11310486836299456,4.887237257745552e-06,2.77489863500968e-05,17.36972522080471,301,0.07861925413897328,0.5223706738232959,0.031516256654314026,0.3327495621716287,0.05557501561538341,0.49934296977660975,0.2249739237567502,0.840782122905028,0.03855577011827341,0.47146401985111663,0.0006005891294470686,0.0022346368715083797,1
144,8317,657,5464269,51,8923,0.0057155665135044265,0,270331,17572,252810,383.83713850837137,2411,0.035322433886214456,0.10670189130347249,0.015152284703316898,0.046491568551343426,0.029644032025872822,0.08885225633628684,0.06623849829475922,0.2898881808344355,0.021588320209673727,0.08333333333333333,5.010930154515581e-06,1.7935706470870753e-05,30.321149452927738,505,0.10129431270315271,0.5366149769642976,0.03801808810838318,0.36193029490616624,0.0665256968169511,0.531496062992126,0.35534128629475786,0.9166666666666666,0.044213845152357156,0.4703196347031963,0.000537905965049903,0.0013952308472856417,1
145,6339,102,646578,69,6372,0.010828625235404897,0,200767,17958,182878,1786.3823529411766,3643,0.12189796815959328,0.20880423621455935,0.048043943305980254,0.10898739324928833,0.09094838116023311,0.19655298863219656,0.2906080858355828,0.5746963243413787,0.06159246325505905,0.16754698439995086,1.110464139091338e-05,3.410184842431238e-05,28.74443918599148,95,0.21488853726314605,0.5179171532436349,0.11175657761538811,0.3446327683615819,0.19316003294871603,0.5126050420168067,0.3402165771501923,0.9313725490196079,0.14916574917539124,0.45871559633027525,0.002035040186391619,0.008714596949891068,1
146,86400,1,86400,0,86401,0.0,0,29390,528,28862,28805.0,28805,0.11227744455294111,0.11227744455294111,0.03515428588165802,0.03515428588165802,0.06792086235090362,0.06792086235090362,0.33339120370370373,0.33339120370370373,0.03781210906374829,0.03781210906374829,4.376401512007904e-07,4.376401512007904e-07,0.33339120370370373,1,0.11578854187394505,0.7071067811865475,0.054453518806641996,0.5,0.08342648063134175,0.6666666666666666,0.33339120370370373,1.0,0.054453518806641996,0.5,0.054453518806641996,0.5,1
147,271524,7,1900668,0,271531,0.0,0,142370,934,141436,20186.85714285714,60994,0.06299272924234849,0.16399641406047596,0.030582491926057533,0.08471683044550157,0.05702855640940555,0.1562008223117691,0.12340853757783767,0.22463575963819035,0.04570047809745296,0.12437864410083647,3.490023819554206e-07,5.546860809593419e-07,0.520425450420589,6,0.09375837161368568,0.6172133998483676,0.048893939647432536,0.4444444444444444,0.08337720077179388,0.6153846153846154,0.1532419917629214,0.8571428571428571,0.0606587361499475,0.5714285714285714,0.019936319285092152,0.10714285714285714,1
148,13313,34,452642,22,13325,0.001651031894934334,0,148565,4560,144027,4230.029411764706,6892,0.16699526271021306,0.22407105580612766,0.07230567840969702,0.12609406952965235,0.1339853875726842,0.22394944248719717,0.3357733083883524,0.5176894764515887,0.09184425531355285,0.21680731364275668,8.253647507627291e-06,3.4626635150417114e-05,10.803049650717345,32,0.17624786638530607,0.6482037235521644,0.08218654091198074,0.47619047619047616,0.14590339289337415,0.6451612903225806,0.3397733913186972,0.9411764705882353,0.1042940985147379,0.6176470588235294,0.0037156098647230093,0.025210084033613446,1
149,104170,73,7604410,62,104181,0.0005951181117478235,0,1539119,30885,1508296,20641.835616438355,59684,0.27196114692874446,0.5726718340145134,0.14758899844650933,0.3995966663534446,0.24173877260105947,0.5710168878789443,0.4501897960459925,0.6179633355689693,0.1922427998632477,0.5459904212206803,4.2649257459961795e-06,5.932258189200051e-06,14.465335509263703,70,0.21601695335396437,0.5921865681580842,0.11559349195647069,0.4105263157894737,0.19888012839278407,0.582089552238806,0.32036242288631783,0.958904109589041,0.15803168569557097,0.5405405405405406,0.0038388880497685117,0.01293759512937595,1
150,62806,71,4459226,46,62831,0.0007321226782957457,0,891249,22455,868840,12219.676056338029,42601,0.21210451943959704,0.49575186312506675,0.11655613272491029,0.31713244228432563,0.19203787881700748,0.48154981549815495,0.342519308670878,0.6782950673502531,0.1576752901041332,0.45948909912412816,4.866292370179479e-06,1.032960913344294e-05,13.813919052319841,63,0.1923962118271283,0.4705545160459534,0.10113030066430581,0.30303030303030304,0.179298995748835,0.46511627906976744,0.27433400756716525,0.8873239436619719,0.1442692157513633,0.43661971830985913,0.0031555068048590693,0.011917659804983749,1
151,10935,54,590490,20,10969,0.0018233202662047588,0,40997,7995,33022,595.2592592592592,3992,0.04925673283527677,0.27757347733436055,0.01808752647056809,0.1543816227086395,0.034682033708324955,0.2674706867671692,0.13215266938542405,0.36506630086877,0.022470523530029644,0.21104943166798837,9.16205273562281e-06,2.832870929037271e-05,2.939551897576589,36,0.04942980858223854,0.264197974633739,0.02100596556450018,0.1411764705882353,0.04035257833810622,0.24742268041237114,0.10003713494356485,0.6666666666666666,0.0293084081868165,0.2222222222222222,0.001387211053314165,0.012345679012345678,1
152,271524,0,0,0,271524,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
153,8736,1,8736,0,8737,0.0,0,2141,114,2027,2014.0,2014,0.02468792928223904,0.02468792928223904,0.002620638504128091,0.002620638504128091,0.005227577417592329,0.005227577417592329,0.23054029304029305,0.23054029304029305,0.0026437628069567454,0.0026437628069567454,3.026285264373564e-07,3.026285264373564e-07,0.23054029304029305,1,0.050956843818793375,0.7071067811865475,0.0180469801568311,0.5,0.02946266731428329,0.6666666666666666,0.23054029304029305,1.0,0.0180469801568311,0.5,0.0180469801568311,0.5,1
154,11345,47,533215,16,11376,0.0014064697609001407,0,172468,4734,167750,3563.021276595745,8082,0.1318938213271349,0.2644672070397608,0.05091891229589216,0.09443795279270857,0.09579847699061549,0.1725779932096261,0.317859818843183,0.7123843102688409,0.060560081128649634,0.10003269042170644,5.672892701849748e-06,8.817337190101934e-06,14.760863816659322,44,0.25746509643846893,0.6163920909019225,0.14200412068847654,0.43859649122807015,0.24033453192665136,0.6097560975609756,0.36524952869096766,0.9361702127659575,0.19560770363290192,0.5471698113207547,0.005250985107542999,0.01773049645390071,1
155,869,31,26939,6,894,0.006711409395973154,0,4548,943,3611,112.16129032258064,341,0.049681840240212265,0.17540650836837315,0.0205468839148064,0.07753584705257567,0.0395135929618666,0.14391325776244454,0.13077187772176857,0.3924050632911392,0.030260338474041068,0.11368653421633554,3.678117057366299e-05,0.0001308245503064851,4.001150747986191,26,0.05593768574048858,0.2465644837867214,0.021998484190032787,0.14,0.042347066252623855,0.24561403508771928,0.13876456803325862,0.8387096774193549,0.030212052048298636,0.22580645161290322,0.0012873303585245555,0.016129032258064516,1
156,921,54,49734,1,974,0.001026694045174538,0,2477,386,2092,35.27777777777778,398,0.015547491360362872,0.10021035672343288,0.006028301371665826,0.02769110764430577,0.011898806391666841,0.05388994307400379,0.040867395203294,0.43213897937024975,0.008817778383867507,0.041423570595099185,1.2357652006915444e-05,6.272413062192057e-05,2.0684039087947883,24,0.02979643091599831,0.16830643442669907,0.01316359179405692,0.08333333333333333,0.02569517681818197,0.15384615384615385,0.05272284194530364,0.5,0.019438242860825045,0.12962962962962962,0.0006269871984691859,0.009259259259259259,1
157,370903,196,72696988,75,371024,0.00020214325757902455,0,992886,30436,962525,4898.459183673469,62252,0.03544064850113221,0.1316641943156657,0.010580344648476675,0.06953220388402592,0.020666375715913347,0.13002358158364646,0.1481921941974299,0.2872168284789644,0.01251073248978177,0.11234382514304783,3.9766752940258224e-07,7.743718127892317e-07,2.588542017724311,149,0.034581326005851974,0.44899090442330025,0.01039785924316089,0.28938906752411575,0.01901700989243423,0.4488778054862843,0.15995081291559815,0.9285714285714286,0.012246263199907743,0.43902439024390244,0.0008111746381959008,0.0047376093294460644,1
158,408,4,1632,0,412,0.0,0,100,27,73,14.75,24,0.026350519177593144,0.04601789933084223,0.01145663678736846,0.023529411764705882,0.022493035256923824,0.04597701149425287,0.04904970360237118,0.06976744186046512,0.0180022719103312,0.04411764705882353,7.573533021663886e-05,0.0001709986320109439,0.14460784313725492,2,0.007895626840726202,0.16666666666666666,0.0020936632126853593,0.08333333333333333,0.004038655976532559,0.15384615384615385,0.03615196078431373,0.5,0.002377489347233205,0.1111111111111111,0.0005943723368083012,0.027777777777777776,1
